,static_text,log_level,project,log_level_encoded
1301,Moving table * to RSGroup *,info,HBase,1
1304,Creating partial plan for table * : *,info,HBase,1
1305,Partial plan for table * : *,info,HBase,1
1306,RSGroup balance * starting with plan count: *,info,HBase,1
1307,RSGroup balance  |  completed,info,HBase,1
1308,"Move servers and tables done. Severs: *, Tables: * => *",info,HBase,1
1309,Remove decommissioned servers * from RSGroup done,info,HBase,1
1323,$$$Empty Message$$$,error,HBase,0
1324,$$$Empty Message$$$,error,HBase,0
1332,Failed to write to rsGroupZNode,error,HBase,0
1334,Updating default servers.,info,HBase,1
1335,Updated with servers: ,info,HBase,1
1338,GroupBasedLoadBalancer is now online,info,HBase,1
1340,"RSGroup table= |  is online, refreshing cached information",info,HBase,1
1346,Not alive ,info,HBase,1
1347,Waiting on ,info,HBase,1
1348,Waiting on ,info,HBase,1
1351,"HealthChecker initialized with script at  | , timeout=",info,HBase,1
1354,Health Check Chore runs every ,info,HBase,1
1355,Health status at  |  : ,info,HBase,1
1356,$$$Empty Message$$$,error,HBase,0
1357,$$$Empty Message$$$,error,HBase,0
1358,$$$Empty Message$$$,error,HBase,0
1359,$$$Empty Message$$$,error,HBase,0
1360,Error reading data from zookeeper for path ,error,HBase,0
1361,Error deserializing namespace child from: ,error,HBase,0
1363,Failed updating permissions for namespace ,error,HBase,0
1364,Failed updating permissions for namespace ,error,HBase,0
1374,"rmiSSL: | ,authenticate: | ,passwordFile: | ,accessFile:",info,HBase,1
1375,ConnectorServer started!,info,HBase,1
1376,fail to start connector server!,error,HBase,0
1377,ConnectorServer stopped!,info,HBase,1
1378,"Master rmiRegistryPort: | ,Master rmiConnectorPort:",info,HBase,1
1379,"RegionServer rmiRegistryPort: | ,RegionServer rmiConnectorPort:",info,HBase,1
1380,JMXListener should not be loaded in Region Environment!,error,HBase,0
1381,JMXListener has been started at Registry port ,info,HBase,1
1382,No archive directory could be found because tabledir ( | ) or regiondir ( | was null. Deleting files instead.,error,HBase,0
1397,"Could not rename archive file to backup:  | , deleting existing file in favor of newer.",error,HBase,0
1404,Failed to archive ,error,HBase,0
1409,Failed to delete *,error,HBase,0
1411,"Failed to lookup status of: | , keeping it just incase.",error,HBase,0
1412,Error while configuring ,error,HBase,0
1413,Error while configuring ,error,HBase,0
1414,Stopping ,info,HBase,1
1421,Failed to update tables to archive,error,HBase,0
1438,Lock already queued : ,info,HBase,1
1439,Acquired ,info,HBase,1
1440,Failed acquire in %s %s of %s,info,HBase,1
1441,"Heartbeat failed, releasing ",error,HBase,0
1442,"Interrupted, releasing ",error,HBase,0
1443,Starting to notify all observers that config changed.,info,HBase,1
1444,Encountered a throwable while notifying observers:  |  of type :  | ( | ),error,HBase,0
1448,Finished loading  |  user Constraints on table: ,info,HBase,1
1450,retrying data watch on ,info,HBase,1
1452,"task  |  preempted from  | , current task state and owner=",info,HBase,1
1455,worker  |  acquired task ,info,HBase,1
1469," znode does not exist, waiting for master to create",info,HBase,1
1471,successfully transitioned task  |  to final state ,info,HBase,1
1474,logic error - end task  |   |  failed because task doesn't exist,error,HBase,0
1478,Resubmitting unassigned orphan task ,info,HBase,1
1480,Skipping resubmissions of task  |  because threshold  |  reached,info,HBase,1
1481,Resubmitting task ,info,HBase,1
1483,Failed to delete node  |  and will retry soon.,info,HBase,1
1484,"logic failure, rescan failure must not happen",error,HBase,0
1485,ZK session expired. Master is expected to shut down. Abandoning retries for  | action=,error,HBase,0
1488,logic error - got null data ,error,HBase,0
1490,Task  |  entered state=,info,HBase,1
1491,Task  |  entered state=,info,HBase,1
1492,Task  |  entered state=,info,HBase,1
1493,logic error - unexpected zk state for path =  |  data = ,error,HBase,0
1496,Done splitting ,info,HBase,1
1498,Task  |  acquired by ,info,HBase,1
1502,Found orphan task ,info,HBase,1
1503,Found  |  orphan tasks and  |  rescan nodes,info,HBase,1
1517, does not exist. Either was created but deleted behind our |  back by another pending delete OR was deleted |  in earlier retry rounds. zkretries = ,info,HBase,1
1521,Error stopping coprocessor ,error,HBase,0
1524,"System coprocessor * loaded, priority=*.",info,HBase,1
1527,Cannot load coprocessor ,error,HBase,0
1529,$$$Empty Message$$$,error,HBase,0
1531,Removing coprocessor ' | ' from table ' | ',error,HBase,0
1532,Removing coprocessor ' | ' from  | environment,error,HBase,0
1533,Uncaught exception when shutting down coprocessor ' | ',error,HBase,0
1541,$$$Empty Message$$$,error,HBase,0
1543, had  |  on shutdown,info,HBase,1
1545,Cannot submit [ | ] because the executor is missing. |  Is this process shutting down?,error,HBase,0
1553,Added  |  regions in META,info,HBase,1
1554,Added  |  regions in META,info,HBase,1
1560,Cannot place the secondary and tertiary |  region server for region ,error,HBase,0
1561,"Cannot place the secondary, tertiary favored node for region ",error,HBase,0
1565,Failed to wrap filesystem: ,error,HBase,0
1571,Added intercepting call to namenode#getBlockLocations so can do block reordering |  using class ,info,HBase,1
1582,couldn't create the link= |  for ,error,HBase,0
1601,"dataLength= | , sizeWithHeader= | , checksumType= | , file= | , offset= | , headerSize= | , bytesPerChecksum=",info,HBase,1
1611,Error parsing command-line options,error,HBase,0
1612,Error parsing command-line options,error,HBase,0
1613,Error reading ,error,HBase,0
1615,Created cacheConfig:  |  |  with blockCache=,info,HBase,1
1627,"totalSize= | ,  | freeSize= | ,  | max= | ,  | blockCount= | ,  | accesses= | ,  | hits= | ,  | hitRatio= | 0 | ,  | ,  | cachingAccesses= | ,  | cachingHits= | ,  | cachingHitsRatio= | 0, | ,  | evictions= | ,  | evicted= | ,  | evictedPerRun=",info,HBase,1
1632,"Allocating onheap LruBlockCache size= | , blockSize=",info,HBase,1
1634,Creating external block cache of type: ,info,HBase,1
1637,Can't instantiate bucket cache,error,HBase,0
1648,Current pos =  | ; currKeyLen =  | ; currValLen =  | ; block limit =  | ; currBlock currBlockOffset =  | ; path=,error,HBase,0
1649,"Evicting cached block with key  |  because of a data block encoding mismatch | ; expected:  | , actual:  | , path=",info,HBase,1
1657,"Allocating  | , on the path:",info,HBase,1
1658,Can't create bucket cache file ,error,HBase,0
1659,Can't extend bucket cache file; insufficient space for ,error,HBase,0
1660,Can't shutdown cleanly,error,HBase,0
1661,Can't shutdown cleanly,error,HBase,0
1664,"Allocating cache  | , on the path:",info,HBase,1
1665,Failed allocating cache on ,error,HBase,0
1668,Failed closing  |  when shudown the IOEngine,error,HBase,0
1670,"Instantiating BucketCache with acceptableFactor:  | , minFactor:  | , extraFreeFactor:  | , singleFactor:  | , multiFactor:  | , memoryFactor: ",info,HBase,1
1671,Can't restore from file because of,error,HBase,0
1672,Can't restore from file in rebuild because can't deserialise,error,HBase,0
1673,"Started bucket cache; ioengine= | , capacity= | , blockSize= | , writerThreadNum= | , writerQLen= | , persistencePath= | , bucketAllocator=",info,HBase,1
1676,Failed reading block  |  from bucket cache,error,HBase,0
1679,"failedBlockAdditions= | ,  | totalSize= | ,  | freeSize= | ,  | usedSize= | ,  | cacheSize= | ,  | accesses= | ,  | hits= | ,  | IOhitsPerSecond= | ,  | IOTimePerHit= | %.2f | ,  | hitRatio= | 0, | ,  | cachingAccesses= | ,  | cachingHits= | ,  | cachingHitsRatio= | 0, | ,  | evictions= | ,  | evicted= | ,  | evictedPerRun=",info,HBase,1
1683,WriterThread encountered error,error,HBase,0
1685," exiting, cacheEnabled=",info,HBase,1
1688,Failed writing to bucket cache,error,HBase,0
1689,Failed syncing IO engine,error,HBase,0
1690,"IO errors duration time has exceeded  | ms, disabling cache, please check your IOEngine",error,HBase,0
1691,Shutdown bucket cache: IO persistent= | ; path to write=,info,HBase,1
1692,Unable to persist data on exit: ,error,HBase,0
1694,"Cache totalSize= | , buckets= | , bucket capacity= | =( | * | )= | (FEWEST_ITEMS_IN_BUCKET*(largest configured bucketcache size))",info,HBase,1
1697,Bucket allocator statistics follow: ,info,HBase,1
1698,  Free bytes= | ; total bytes=,info,HBase,1
1699,  Object size  |  used= | ; free= | ; total=,info,HBase,1
1703,Bad configuration value for  | :  | . Using 1.0f instead.,error,HBase,0
1705,Value of  |  ( | ) is greater than global memstore limit ( | ) set by  | / | . Setting memstore lower limit  | to ,error,HBase,0
1713,: exiting on OutOfMemoryError,info,HBase,1
1719,Creating  |  hosting ,info,HBase,1
1730,Using * as call queue; handlerCount=*; maxQueueLength=*; rsReportHandlerCount=*; rsReportMaxQueueLength=*,info,HBase,1
1732,: stopping,info,HBase,1
1733,: couldn't close write selector,error,HBase,0
1737,: exiting on OutOfMemoryError,info,HBase,1
1741,: stopped,info,HBase,1
1744, writeQueues= |  writeHandlers= |  readQueues= |  readHandlers= |  scanQueues= |  scanHandlers=,info,HBase,1
1745,Using * as user call queue; handlerCount=*; maxQueueLength=*,info,HBase,1
1756,Unexpected throwable object ,error,HBase,0
1764,$$$Empty Message$$$,info,HBase,1
1768,"Connection from *:*, version=*, sasl=*, ugi=*, service=*",info,HBase,1
1774,Bind to *,info,HBase,1
1775,Stopping server on ,info,HBase,1
1779,"Instantiated * with queueClass=*; numCallQueues=*, maxQueueLength=*, handlerCount=*",info,HBase,1
1782,Error but can't abort because abortable is null: ,error,HBase,0
1785,: started  |  reader(s) listening on port=,info,HBase,1
1786,: error closing read selector in ,error,HBase,0
1787, unexpectedly interrupted,info,HBase,1
1788,: CancelledKeyException in Reader,error,HBase,0
1789,: IOException in Reader,info,HBase,1
1790,: starting,info,HBase,1
1792,: exiting on OutOfMemoryError,info,HBase,1
1795,: stopping,info,HBase,1
1797,: readAndProcess caught InterruptedException,info,HBase,1
1799,: exception in closing listener socket. ,info,HBase,1
1800,Stopping server on ,info,HBase,1
1809,Loaded * regions from in-memory state of AssignmentManager,info,HBase,1
1810,Loaded * regions from * regionservers' reports and found * orphan regions,info,HBase,1
1811,Loaded * tables * regions from filesyetem and found * orphan regions,info,HBase,1
1821,"Error trying to determine if daughter region exists, assuming exists and has references",error,HBase,0
1822,"Error trying to determine referenced files from :  | , to:  |  assuming has references",error,HBase,0
1826,Log4j check failed,error,HBase,0
1827,empty,info,HBase,1
1828,Failed to compact mob files,error,HBase,0
1831,Deleting ZNode for  |  from backup master directory,info,HBase,1
1832,Registered as active master=,info,HBase,1
1834,$$$Empty Message$$$,info,HBase,1
1836,Received an unexpected KeeperException when checking  | isActiveMaster : ,info,HBase,1
1846,ZK state for LoadBalancer could not be parsed ,error,HBase,0
1849,"Starting RegionServerTracker; * have existing ServerCrashProcedures, * possibly 'live' servers, and * 'splitting'.",info,HBase,1
1850,"RegionServer ephemeral node deleted, processing expiration [*]",info,HBase,1
1851,"RegionServer ephemeral node created, adding [ | ]",info,HBase,1
1853, old location is same as current hbase:meta location; setting location as null...,info,HBase,1
1854,Closing excess replica of meta region ,info,HBase,1
1857,Master failed to complete initialization after  | ms. Please |  consider submitting a bug report including a thread dump of this process.,error,HBase,0
1858,Zombie Master exiting. Thread dump to stdout,error,HBase,0
1861,Detected *=true via configuration.hbase.master.maintenance_mode,info,HBase,1
1862,Detected *=true via environment variables.hbase.master.maintenance_mode,info,HBase,1
1863,"hbase.rootdir= | , hbase.cluster.distributed=",info,HBase,1
1865,Failed construction of Master,error,HBase,0
1867,$$$Empty Message$$$,error,HBase,0
1868,"Active/primary master= | , sessionid=0x | , setting cluster-up flag (Was= | )",info,HBase,1
1869,"Unsupported procedure type * found, please rollback your master to the old version to finish them, and then try to upgrade again. The full procedure list: *",error,HBase,0
1870,"At least one ServerCrashProcedure is going to schedule a RecoverMetaProcedure, which is not supported any more. Please rollback your master to the old version to finish them, and then try to upgrade again.",error,HBase,0
1871,hbase:meta *,info,HBase,1
1872,$$$Empty Message$$$,info,HBase,1
1873,Coprocessor preMasterInitialization() hook failed,error,HBase,0
1874,Master has completed initialization %.3fsec,info,HBase,1
1875,"Detected repair mode, skipping final initialization steps.",info,HBase,1
1876,Coprocessor postStartMaster() hook failed,error,HBase,0
1879,"The period is  |  seconds, MobCompactionChore is disabled",info,HBase,1
1881,Stopping master jetty server,info,HBase,1
1882,Failed to stop master jetty server,error,HBase,0
1885,"Master is in maintenanceMode mode, don't run balancer.",info,HBase,1
1886,unning balancer because  |  region(s) in transition:  | (truncated list),info,HBase,1
1887,Not running balancer because processing dead regionserver(s): ,info,HBase,1
1889,Error invoking master coprocessor preBalance(),error,HBase,0
1890,Error invoking master coprocessor postBalance(),error,HBase,0
1891,"Balancer plans size is  | , the balance interval is  |  ms, and the max number regions in transition is ",info,HBase,1
1892,balance ,info,HBase,1
1896,"Cluster is shutting down, don't run region normalizer.",info,HBase,1
1897,"Master is in maintenance mode, don't run region normalizer.",info,HBase,1
1901,* merge regions *,info,HBase,1
1902, split ,info,HBase,1
1903, can not move to  |  because the server is in exclude list,info,HBase,1
1904,Passed destination servername is null/empty so choosing a server at random,info,HBase,1
1909," move  | , running balancer",info,HBase,1
1910, create ,info,HBase,1
1911, create ,info,HBase,1
1912,Adding backup master ZNode ,info,HBase,1
1916,Failed to become active master,error,HBase,0
1917, delete ,info,HBase,1
1918, truncate ,info,HBase,1
1920, enable ,info,HBase,1
1921, disable ,info,HBase,1
1922,* modify table * from * to *,info,HBase,1
1926,Master server abort: loaded coprocessors are: ,error,HBase,0
1927,$$$Empty Message$$$,error,HBase,0
1928,$$$Empty Message$$$,error,HBase,0
1929,Exception occurred while stopping master,error,HBase,0
1930,ZooKeeper exception trying to set cluster as down in ZK,error,HBase,0
1931,"Coprocessor service  |  already registered, rejecting request from ",error,HBase,0
1933,STARTING service ,info,HBase,1
1934, creating ,info,HBase,1
1935, modify ,info,HBase,1
1936, delete ,info,HBase,1
1937," creating replication peer, id= | , config= | , state= | ENABLED",info,HBase,1
